Municipality,Settlement,ID,Facility Type,Facility Name,Neighborhood,Street,House Number,X Cord,Y Cord,Building Amount,Owner,Operator,Contact Phone,Contact eMail,Seat amount,Availability,Fencing Available,Lighting Available,Accessibility,Parking Available,Facility Condition,Competition Standard,Official Competition Use,Year Built,School Served,Availability Category,Fencing Available Numeric,Lighting Available Numeric,Facility Condition Numeric,Facility Age
מעלה אדומים,,171B2103251,מגרש ספורט משולב – 43X32 מ',ישיבה תיכונית,מצפה נבו,מצפה נבו,,228719.0,633251.0,,מעלה אדומים,עיריית מעלה אדומים,025357484,sport1@mam.matnasim.co.il,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,2005.0,ישיבה תיכונית,Very High,1,1,4.0,20.0
מעלה אדומים,,171G1103450,אולם ספורט קטן – 20x10 מ',מגדים,מגדים,מגדים,,228004.0,630938.0,,מעלה אדומים,"מתנ""ס מעלה אדומים",052-3377913,sport@mmasport.com,,פתוח ללא הגבלה,כן,כן,כן,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,2005.0,מגדים,Very High,1,1,4.0,20.0
מעלה אדומים,,171G1108158,אולם ספורט קטן – 20x10 מ',תומר רחל,ככר יהלום,ככר יהלום,,228279.0,631249.0,,מעלה אדומים,"מתנ""ס מעלה אדומים",052-3377913,sport@mmasport.com,,פתוח ללא הגבלה,כן,כן,כן,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,1982.0,תומר רחל,Very High,1,1,4.0,43.0
מעלה אדומים,,171B2108159,מגרש ספורט משולב – 43X32 מ',תומר רחל,ככר הקרן,ככר יהלום,,228232.0,631294.0,,מעלה אדומים,עיריית מעלה אדומים,052-2878410,sport@mmasport.com,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,1982.0,תומר רחל,Very High,1,1,4.0,43.0
מעלה אדומים,,171G1107266,אולם ספורט קטן – 20x10 מ',נופי סלע,נופי סלע,הרכס,,229498.0,632112.0,,מעלה אדומים,"מתנ""ס מעלה אדומים",052-3377913,sport@mmasport.com,,פתוח ללא הגבלה,כן,כן,כן,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,2008.0,נופי סלע,Very High,1,1,4.0,17.0
מעלה אדומים,,171B2107264,מגרש ספורט משולב – 43X32 מ',נופי סלע,נופי סלע,הרכס,,229499.0,632153.0,,מעלה אדומים,עיריית מעלה אדומים,052-2878410,sport@mmasport.com,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,2006.0,נופי הסלע,Very High,1,1,4.0,19.0
מעלה אדומים,,171G1108058,אולם ספורט קטן – 20x10 מ',שדי חמד,ככר הקרן,הקרן,,228322.0,631902.0,,מעלה אדומים,"מתנ""ס מעלה אדומים",052-3377913,sport@mmasport.com,,פתוח ללא הגבלה,כן,כן,כן,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,1982.0,שדי חמד,Very High,1,1,4.0,43.0
מעלה אדומים,,171G1107545,אולם ספורט קטן – 20x10 מ',ענבלים,ככר הקרן,הקרן,,228280.0,631936.0,,מעלה אדומים,"מתנ""ס מעלה אדומים",052-3377913,sport@mmasport.com,,פתוח ללא הגבלה,כן,כן,כן,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,1996.0,ענבלים,Very High,1,1,4.0,29.0
מעלה אדומים,,171F2108059,מגרש כדורגל - לא תקני,שדי חמד,ככר הקרן,הקרן,,228322.0,631902.0,,מעלה אדומים,"מתנ""ס מעלה אדומים",052-3377913,sport@mmasport.com,,פתוח ללא הגבלה,כן,כן,כן,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,1982.0,שדי חמד,Very High,1,1,4.0,43.0
מעלה אדומים,,171B2108060,מגרש ספורט משולב – 43X32 מ',שדי חמד,ככר הקרן,הקרן,,228356.0,631917.0,,מעלה אדומים,עיריית מעלה אדומים,052-2878410,sport@mmasport.com,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,1986.0,שדי חמד,Very High,1,1,4.0,39.0
מעלה אדומים,,171G1107722,אולם ספורט קטן – 20x10 מ',צמח השדה,צמח השדה,הצפצפה,,228706.0,630661.0,,מעלה אדומים,"מתנ""ס מעלה אדומים",025357484,sport1@mam.matnasim.co.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,1999.0,צמח השדה,Low,1,1,4.0,26.0
מעלה אדומים,,171B2107723,מגרש ספורט משולב – 43X32 מ',צמח השדה,צמח השדה,הצפצפה,,228656.0,630636.0,,מעלה אדומים,עיריית מעלה אדומים,025357484,sport1@mam.matnasim.co.il,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,1999.0,צמח השדה,Very High,1,1,4.0,26.0
מעלה אדומים,,171R1106994,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),מתקן גלגיליות,צמח השדה,המרווה,,228465.0,630609.0,,מעלה אדומים,עיריית מעלה אדומים,025357484,sport1@mam.matnasim.co.il,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,2006.0,,Very High,1,1,4.0,19.0
מעלה אדומים,,171R1107072,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),מתקן פינג פונג,צמח השדה,המרווה,,228487.0,630568.0,,מעלה אדומים,עיריית מעלה אדומים,025357484,sport1@mam.matnasim.co.il,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,2006.0,,Very High,1,1,4.0,19.0
מעלה אדומים,,171B2107564,מגרש ספורט משולב – 43X32 מ',פארק,צמח השדה,המרווה,,228422.0,630571.0,,מעלה אדומים,עיריית מעלה אדומים,052-2878410,sport@mmasport.com,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,2000.0,,Very High,1,1,4.0,25.0
מעלה אדומים,,171G1106465,אולם ספורט קטן – 20x10 מ',"ממ""ד צמח השדה",צמח השדה,הכרכום,,229349.0,630795.0,,מעלה אדומים,"מתנ""ס מעלה אדומים",025357484,sport1@mam.matnasim.co.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,2008.0,"ממ""ד צמח השדה",Low,1,1,4.0,17.0
מעלה אדומים,,171B2107724,מגרש ספורט משולב – 43X32 מ',צמח השדה,צמח השדה,הכרכום,,229312.0,630784.0,,מעלה אדומים,עיריית מעלה אדומים,052-2878410,sport@mmasport.com,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,1999.0,צמח השדה,Very High,1,1,4.0,26.0
מעלה אדומים,,171B2101202,מגרש ספורט משולב – 43X32 מ',אולפנא לבנות,נופי סלע,דרך קדם,,229067.0,631565.0,,מעלה אדומים,עיריית מעלה אדומים,052-2878410,sport@mmasport.com,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,1998.0,אולפנא לבנות,Very High,1,1,4.0,27.0
מעלה אדומים,,171B2101377,מגרש ספורט משולב – 43X32 מ',"אמי""ת",נופי סלע,דרך קדם,,229122.0,631589.0,,מעלה אדומים,עיריית מעלה אדומים,052-2878410,sport@mmasport.com,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,2005.0,"אמי""ת / אולפנא צביה",Very High,1,1,4.0,20.0
מעלה אדומים,,171G4102684,אולם ספורט גדול - 45X24 מ',"דקל ולנאי חט""ע",מדבר יהודה,דרך מדבר יהודה,,228086.0,631029.0,,מעלה אדומים,"מתנ""ס מעלה אדומים",025357484,sport1@mam.matnasim.co.il,100.0,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",מתקיימות במתקן תחרויות רשמיות,2001.0,"דקל ולנאי חט""ע",Low,1,1,4.0,24.0
מעלה אדומים,,171G4102755,אולם ספורט גדול - 45X24 מ',היכל הספורט,דרך מדבר יהודה,דרך מדבר יהודה,,228094.0,631308.0,,מעלה אדומים,עיריית מעלה אדומים,025357484,sport1@mam.matnasim.co.il,450.0,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",מתקיימות במתקן תחרויות רשמיות,1999.0,,Very High,1,1,4.0,26.0
מעלה אדומים,,171P1107735,בריכת שחיה - 25X12.5 מ',קאנטרי אדומים,דרך מדבר יהודה,דרך מדבר יהודה,,228124.0,631207.0,,מעלה אדומים,"מתנ""ס מעלה אדומים",052-2878410,sport@mmasport.com,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1982.0,,Very High,1,1,4.0,43.0
מעלה אדומים,,171P1107736,בריכת שחיה - 25X12.5 מ',קאנטרי אדומים,דרך מדבר יהודה,דרך מדבר יהודה,,228142.0,631158.0,,מעלה אדומים,"מתנ""ס מעלה אדומים",052-2878410,sport@mmasport.com,,כניסה בתשלום במקום,כן,כן,כן,כן,תקין ופעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",מתקיימות במתקן תחרויות רשמיות,2002.0,,,1,1,4.0,23.0
מעלה אדומים,,171T1103881,מגרש טניס,מגרש טניס,דרך מדבר יהודה,דרך מדבר יהודה,,228071.0,631264.0,,מעלה אדומים,"מתנ""ס מעלה אדומים",052-2878410,sport@mmasport.com,,בתיאום בלבד,כן,כן,לא,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,1984.0,"דקל וילנאי חט""ב",Low,1,1,4.0,41.0
מעלה אדומים,,171B2102699,מגרש ספורט משולב – 43X32 מ',"דקל וילנאי חט""ב",דרך מדבר יהודה,דרך מדבר יהודה,,228047.0,631307.0,,מעלה אדומים,עיריית מעלה אדומים,052-2878410,sport@mmasport.com,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,1982.0,"חט""ב דקל וילנאי א' וב'",Very High,1,1,4.0,43.0
מעלה אדומים,,171B2102682,מגרש ספורט משולב – 43X32 מ',"דקל וילנאי חט""ע",דרך מדבר יהודה,דרך מדבר יהודה,,228093.0,630994.0,,מעלה אדומים,עיריית מעלה אדומים,025357484,sport1@mam.matnasim.co.il,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,2001.0,"חט""ע דקל וילנאי",Very High,1,1,4.0,24.0
מעלה אדומים,,171A1107737,מכון לכושר גופני,קאנטרי אדומים,דרך מדבר יהודה,דרך מדבר יהודה,,222157.0,631216.0,,מעלה אדומים,"מתנ""ס מעלה אדומים",052-2878410,sport@mmasport.com,,כניסה בתשלום במקום,כן,כן,כן,כן,תקין ופעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,2004.0,,,1,1,4.0,21.0
מעלה אדומים,,171F1102807,מגרש כדורגל – 45X90 מ',המגרש החדש,דרך מעלה אדומים,דרך הר הצופים,,227906.0,631346.0,,מעלה אדומים,עיריית מעלה אדומים,025357484,sport1@mam.matnasim.co.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",מתקיימות במתקן תחרויות רשמיות,2002.0,,Low,1,1,4.0,23.0
מעלה אדומים,,171G4102760,אולם ספורט גדול - 45X24 מ',היכל הספורט,קריית חינוך מזרחית,דרך הגיא 5,,228797.0,631581.0,,מעלה אדומים,עיריית מעלה אדומים,025357484,sport1@mam.matnasim.co.il,481.0,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",מתקיימות במתקן תחרויות רשמיות,1988.0,,Low,1,1,4.0,37.0
מעלה אדומים,,171R1106992,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),מתקן גלגיליות,הנחלים,דרך הגיא,,228448.0,631513.0,,מעלה אדומים,עיריית מעלה אדומים,025357484,sport1@mam.matnasim.co.il,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,2006.0,,Very High,1,1,4.0,19.0
מעלה אדומים,,171B2106464,מגרש ספורט משולב – 43X32 מ',"ממ""ג",דרך הגיא,דרך הגיא,,228875.0,631497.0,,מעלה אדומים,עיריית מעלה אדומים,025357484,sport1@mam.matnasim.co.il,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,1998.0,"ממ""ג",Very High,1,1,4.0,27.0
מעלה אדומים,,171B2106508,מגרש ספורט משולב – 43X32 מ',מעלה התורה- בנות,דרך הגיא,דרך הגיא,,228901.0,631604.0,,מעלה אדומים,עיריית מעלה אדומים,025357484,sport1@mam.matnasim.co.il,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,1998.0,מעלה התורה- בנות,Very High,1,1,4.0,27.0
מעלה אדומים,,171B2106514,מגרש ספורט משולב – 43X32 מ',מעלה התורה- בנים,דרך הגיא,דרך הגיא,,228881.0,631533.0,,מעלה אדומים,עיריית מעלה אדומים,025357484,sport1@mam.matnasim.co.il,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,1998.0,מעלה התורה- בנים,Very High,1,1,4.0,27.0
מעלה אדומים,,171G2100682,אולם ספורט קטן – 15x24 מ',אולם מצפה נבו,מצפה נבו,מצפה נבו,97,228672.0,632921.0,,מעלה אדומים,עיריית מעלה אדומים,025357484,sport1@mam.matnasim.co.il,100.0,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",לא רלוונטי,2013.0,,Low,1,1,4.0,12.0
מעלה אדומים,,171M1104920,מגרש מיני פיץ',מגרש מיניפיץ,נופי הסלע,הצור,,229679.0,632205.0,,מעלה אדומים,עיריית מעלה אדומים,025357484,sport1@mam.matnasim.co.il,,פתוח ללא הגבלה,כן,כן,כן,כן,תקין ופעיל,,לא רלוונטי,2015.0,,Very High,1,1,4.0,10.0
